title,engine_size,engine_type,total_kms,price,link
A & J Motors,Independent Dealer,2016,2.0 Diesel,"€16,950",/cars-for-sale/16-bmw-2-series-diesel-automatic/32618309
2014 320 BMW estate,2014,2.0 Diesel,"227,000 mi","€8,200",/cars-for-sale/2014-320-bmw-estate/37115454
BMW 320D,2016,2.0 Diesel,"130,000 km","€16,500",/cars-for-sale/bmw-320d/37323014
BMW 3-Series 2016,2016,2.0 Petrol,90 km,"€17,500",/cars-for-sale/bmw-3-series-2016/37115396
151 Bmw x5 Xdrive 25D 7S,2015,2.0 Diesel,"270,350 km","€24,950",/cars-for-sale/151-bmw-x5-xdrive-25d-7s/36000935
John Linnane Motors Ltd,Franchise Dealer,2016,3.0 Diesel,"€28,995",/cars-for-sale/bmw-6-series-640d-msport-gran-coupe-4dr-auto/37320406
BMW 4 Series Gran Coupe,2015,2.0 Diesel,"160,000 mi","€13,550",/cars-for-sale/bmw-4-series-gran-coupe/37112286
BMW 530d M Sport,2015,3.0 Diesel,"173,000 mi",€1,/cars-for-sale/bmw-530d-m-sport/36718680
BMW 3-Series 2014,2014,2.0 Diesel,"162,000 mi","€12,000",/cars-for-sale/bmw-3-series-2014/37058009
Proven Auto,Independent Dealer,2015,3.0 Diesel,"€39,995",/cars-for-sale/bmw-x5-f15-3-0-d-m50d-5seats-5dr-auto/37318743
BMW 4 Series Grand Coupe M-Sport,2015,2.0 Diesel,"180,000 km","€18,950",/cars-for-sale/bmw-4-series-grand-coupe-m-sport/37252481
2016 BMW 216d Diesel 116hp - MINT,2016,1.5 Diesel,"265,000 km","€10,750",/cars-for-sale/2016-bmw-216d-diesel-116hp-mint/37109884
520 m sport auto,2014,2.0 Diesel,"170,000 mi","€12,900",/cars-for-sale/520-m-sport-auto/37315546
Je Car Sales Ltd,Independent Dealer,2016,2.0 Diesel,"€15,750",/cars-for-sale/bmw-520d-m-sport-estate-spotless-nct2-26/37633504?campaign=3
SPOTLIGHT,2015,3.0 Diesel,"145,000 mi","€16,300",/cars-for-sale/bmw-530d-2015-new-timing-chain/37450185?campaign=3
Automatic Motor Car Centre,Independent Dealer,2014,1.6 Petrol,"€14,750",/cars-for-sale/bmw-1-series-bmw-1-series-automatic-116i-m-sport/37286045?campaign=3
Bmw 5 series msport,2016,2.0 Diesel,"111,000 mi","€18,500",/cars-for-sale/bmw-5-series-msport/37108539
Car Options,Independent Dealer,2015,3.0 Diesel,"€33,950",/cars-for-sale/bmw-x5-xdrive-30d-m-sport-auto-fully-loaded-/37309587
Bmw 420d M sport 2014,2014,2.0 Diesel,"207,000 km","€15,500",/cars-for-sale/bmw-420d-m-sport-2014/37106929
Mc Cormack Car Sales,Independent Dealer,2016,2.0 Diesel,"€16,950",/cars-for-sale/bmw-3-series-318d-sport-zlsg-4dr/37312587
BMW 420d Msport,2014,2.0 Diesel,"176,000 km","€14,950",/cars-for-sale/bmw-420d-msport/37104868
BMW 5-Series 2016,2016,2.0 Diesel,"180,000 km","€21,995",/cars-for-sale/bmw-5-series-2016/37104328
BMW 330e MSPORT,2016,2.0 Petrol Plug-in Hybrid,"147,000 mi","€19,000",/cars-for-sale/bmw-330e-msport/37310447
BMW 420d Msport,2014,2.0 Diesel,"161,580 mi","€12,950",/cars-for-sale/bmw-420d-msport/36136324
O'Connor & Son Car Sales,Independent Dealer,2016,2.0 Diesel,"€29,950",/cars-for-sale/bmw-x5-f15-2-0-sdrive-25d-m-sport-5seats-5-5dr/36974361
BMW 5 Series,2014,2.0 Diesel,"205,000 km","€12,500",/cars-for-sale/bmw-5-series/37307283
Bmw 318d GT,2014,2.0 Diesel,"148,790 mi",No price found,/cars-for-sale/bmw-318d-gt/37304914
2014 bmw 318d turbo diesel €7999 low miles,2014,2.0 Diesel,"115,000 mi",2014 bmw 318d turbo diesel €7999 low miles,/cars-for-sale/2014-bmw-318d-turbo-diesel-7999-low-miles/36269466
BMW 1-Series 2014,2014,1.6 Petrol,"114,000 km","€10,500",/cars-for-sale/bmw-1-series-2014/37099244
BMW 5 SERIES 530D M SPORT AUTO NCT TILL 2026,2015,3.0 Diesel,"145,000 mi","€18,900",/cars-for-sale/bmw-5-series-530d-m-sport-auto-nct-till-2026/36092017
Bmw 520d 2015 auto high spec €10999 no offers,2015,2.0 Diesel,46 days,Bmw 520d 2015 auto high spec €10999 no offers,/cars-for-sale/bmw-520d-2015-auto-high-spec-10999-no-offers/36515755
OC Motors,Independent Dealer,2014,2.0 Diesel,"€13,950",/cars-for-sale/bmw-5-series-518d-se-5j12-4dr-auto/37303313
Car,2014,3.0 Diesel,"93,000 km","€29,500",/cars-for-sale/car/37097930
BMW 520d automatic,2015,2.0 Diesel,"105,000 mi","€22,500",/cars-for-sale/bmw-520d-automatic/37097630
Dunshaughlin Motor Company,Independent Dealer,2016,2.0 Diesel,"€16,950",/cars-for-sale/bmw-5-series-520d-se-touring-auto-high-spec/35448237
Mindaro Cars,Independent Dealer,2016,2.0 Diesel,€0,/cars-for-sale/bmw-5-series-2016-m-sport-automatic/37233178
BMW F10 520D MSPORT,2016,2.0 Diesel,"184,000 km","€22,000",/cars-for-sale/bmw-f10-520d-msport/37299150
BMW 330D MSport X-Drive,2014,3.0 Diesel,"145,500 mi",No price found,/cars-for-sale/bmw-330d-msport-x-drive/37298086
BMW 3-Series 325d M-Sport,2014,2.0 Diesel,"161,000 mi","€11,500",/cars-for-sale/bmw-3-series-325d-m-sport/37091620
Bmw x5 M sport,2016,2.0 Diesel,"141,500 mi","€31,450",/cars-for-sale/bmw-x5-m-sport/36248712
Bmw 420d Msport *PRICE DROP*,2015,2.0 Diesel,"181,000 km","€18,450",/cars-for-sale/bmw-420d-msport-price-drop/37295775
BMW X3 ** M SPORTS *** X DRIVE,2016,2.0 Diesel,"118,000 mi","€22,950",/cars-for-sale/bmw-x3-m-sports-x-drive/35177693
Bmw 320d msport,2015,2.0 Diesel,"128,000 mi",€1,/cars-for-sale/bmw-320d-msport/37293733
2016 BMW 3-Series ED M-Sport,2016,2.0 Diesel,"97,000 mi","€15,500",/cars-for-sale/2016-bmw-3-series-ed-m-sport/37102998
2014 Bmw 5-series,2014,2.0 Diesel,"302,000 km","€8,500",/cars-for-sale/2014-bmw-5-series/37292192
Grange Road Motors Cookstown,Independent Dealer,2015,3.0 Diesel,No price found,/cars-for-sale/bmw-x5-40d-m-sport/36947879
Dean Burke Cars,Independent Dealer,2016,2.0 Diesel,"€21,340",/cars-for-sale/m-sport-bmw-low-millage/37561538?campaign=3
SPOTLIGHT,2014,1.6 Petrol,"80,000 km","€12,500",/cars-for-sale/bmw-1-series/36994115?campaign=3
SPOTLIGHT,2015,2.0 Diesel,"72,000 mi","€17,950",/cars-for-sale/bmw-420d-grand-coupe/36762924?campaign=3
Grange Road Motors Cookstown,Independent Dealer,2014,2.0 Diesel,No price found,/cars-for-sale/bmw-3-series-320d-se/36941466
Grange Road Motors Cookstown,Independent Dealer,2016,2.0 Diesel,No price found,/cars-for-sale/bmw-4-series-gran-coupe-420d-m-sport/36940033
BMW 318d Msport f30,2015,2.0 Diesel,"113,000 mi","€7,500",/cars-for-sale/bmw-318d-msport-f30/36597259
BMW 320d Msport airlift,2014,2.0 Diesel,"205,000 km","€19,200",/cars-for-sale/bmw-320d-msport-airlift/37289734
BMW 5 Series M Sport 520 D F10 4DR Auto,2015,2.0 Diesel,"180,000 km","€22,500",/cars-for-sale/bmw-5-series-m-sport-520-d-f10-4dr-auto/37084817
BMW 530d GT,2014,3.0 Diesel,"100,000 mi","€24,999",/cars-for-sale/bmw-530d-gt/37287272
BMW 4-Series 2016 M sport+ coupe for sale,2016,2.0 Diesel,208 km,"€19,500",/cars-for-sale/bmw-4-series-2016-m-sport-coupe-for-sale/37286473
BMW 116D SE Automatic,2015,1.5 Diesel,"178,000 km","€11,500",/cars-for-sale/bmw-116d-se-automatic/37080690
Bmw 116i Sport - Only 29K Mileage 02/26 NCT,2014,1.6 Petrol,"29,000 mi","€13,250",/cars-for-sale/bmw-116i-sport-only-29k-mileage-02-26-nct/37284311
BMW 5-Series 2014,2014,2.0 Diesel,"136,478 km","€14,000",/cars-for-sale/bmw-5-series-2014/37079783
BMW 2 Series 218i M Sport Coupe,2016,1.5 Petrol,"56,482 mi","€18,000",/cars-for-sale/bmw-2-series-218i-m-sport-coupe/37079426
Mongey Plunkett,Franchise Dealer,2016,2.0 Petrol Plug-in Hybrid,"€21,450",/cars-for-sale/bmw-3-series-330e-luxury-2-0-phev/37190276
VP MOTORS,Independent Dealer,2016,1.5 Petrol,"€17,750",/cars-for-sale/18000km-1owner-style-edition-condition-as-new/37246249
Bmw 520d auto NCT 02/ 26,2016,2.0 Diesel,"226,000 km","€16,500",/cars-for-sale/bmw-520d-auto-nct-02-26/36317671
BMW 3 Series 316D,2015,2.0 Diesel,"83,000 mi","€12,995",/cars-for-sale/bmw-3-series-316d/37280971
BMW 1-Series Automatic 2014,2014,1.6 Petrol,"61,000 km","€11,500",/cars-for-sale/bmw-1-series-automatic-2014/37155035
BMW x5,2014,3.0 Diesel,"148,226 mi","€28,000",/cars-for-sale/bmw-x5/37076288
BMW 1-Series 2015,2015,2.0 Diesel,"208,000 km","€8,499",/cars-for-sale/bmw-1-series-2015/37075760
Bmw X5 Xdrive 3.0l Msport high spec 360°cameras,2014,3.0 Diesel,"210,200 mi","€28,500",/cars-for-sale/bmw-x5-xdrive-3-0l-msport-high-spec-360cameras/37279391
BMW 2 Series Coupe,2015,2.0 Diesel,"174,354 km","€10,950",/cars-for-sale/bmw-2-series-coupe/37279265
BMW 5-Series 2015,2015,2.0 Diesel,49 days,"€9,000",/cars-for-sale/bmw-5-series-2015/36695196
•Reserved,2016,2.0 Diesel,"179,985 km",€0,/cars-for-sale/reserved/37071459
BMW X3 SDrive18d - Automatic - Irish Car,2016,2.0 Diesel,"106,000 km","€20,999",/cars-for-sale/bmw-x3-sdrive18d-automatic-irish-car/36753646
BMW 320D Touring - Luxury Trim,2014,2.0 Diesel,"121,700 mi","€11,600",/cars-for-sale/bmw-320d-touring-luxury-trim/37070772
BMW 5-Series 530d touring 2016 *low miles*,2016,3.0 Diesel,"36,555 mi",No price found,/cars-for-sale/bmw-5-series-530d-touring-2016-low-miles/37273472
2015 BMW 520d M-Sport,2015,2.0 Diesel,"197,000 mi","€15,995",/cars-for-sale/2015-bmw-520d-m-sport/36129071
Bmw x5 m50d,2015,3.0 Diesel,147 mi,"€24,750",/cars-for-sale/bmw-x5-m50d/37065558
BMW 1-Series 2015,2015,1.5 Diesel,"123,000 mi","€10,000",/cars-for-sale/bmw-1-series-2015/37269634
BMW X5 2015,2015,2.0 Diesel,"270,000 km","€22,000",/cars-for-sale/bmw-x5-2015/37063153
Cammia Motors,Independent Dealer,2014,2.0 Diesel,"€18,950",/cars-for-sale/bmw-3-series-bmw-320d-m-sport-electric-memory-ad/37266209
Directmotors.ie,Independent Dealer,2015,2.0 Diesel,"€16,950",/cars-for-sale/bmw-4-series-420d-z4ha-4dr-auto-m-sport-2tb/37514563?campaign=3
Frank Wray Cars Ltd,Independent Dealer,2016,2.0 Diesel,"€18,950",/cars-for-sale/bmw-3-series-2016-161leatherautomaticmintfsh/37625815?campaign=3
Sarsfield Motors,Independent Dealer,2014,2.0 Diesel,"€13,950",/cars-for-sale/2014-bmw-520d-m-sport-auto-/37620494?campaign=3
2015 BMW F10 520d,2015,2.0 Diesel,"186,305 km","€13,500",/cars-for-sale/2015-bmw-f10-520d/37266276
Cammia Motors,Independent Dealer,2015,2.0 Diesel,"€20,950",/cars-for-sale/bmw-3-series-bmw-320d-m-sport-electric-memory-ad/37266208
BMW 518,2015,2.0 Diesel,"143,948 mi","€14,500",/cars-for-sale/bmw-518/37060680
BMW 2 SERIES 218D 2016 AUTOMATIC,2016,2.0 Diesel,99 km,"€12,600",/cars-for-sale/bmw-2-series-218d-2016-automatic/37265416
BMW 520d Msport,2015,2.0 Diesel,"10,400 mi",No price found,/cars-for-sale/bmw-520d-msport/37060159
BMW X5 2015 XDRIVE - JUST PASSED NCT,2015,2.0 Diesel,"152,000 mi","€22,500",/cars-for-sale/bmw-x5-2015-xdrive-just-passed-nct/36571935
142 BMW 520 - Immaculate,2014,2.0 Diesel,"205,000 km","€12,650",/cars-for-sale/142-bmw-520-immaculate/37055980
162 BMW 520,2016,2.0 Diesel,"98,000 mi","€24,000",/cars-for-sale/162-bmw-520/37260359
2015 BMW 320 MSport Automatic,2015,2.0 Diesel,"141,000 mi","€13,500",/cars-for-sale/2015-bmw-320-msport-automatic/37054905
Sep 2015 BMW 5 Series 520d [190] M Sport 4dr Auto,2015,2.0 Diesel,"243,000 km","€19,000",/cars-for-sale/sep-2015-bmw-5-series-520d-190-m-sport-4dr-auto/37054902
Stillorgan Motor Company,Independent Dealer,2016,0.6 Hybrid,"€13,900",/cars-for-sale/bmw-i3-rex-range-extender-auto-high-spec/37259127
Dunne Motor Services,Independent Dealer,2016,1.5 Diesel,"€17,994",/cars-for-sale/bmw-2-series-gran-tourer-stunning-low-mileage-s/37259138
BMW 520d SE 2015 (152) Automatic,2015,2.0 Diesel,"194,000 km","€12,999",/cars-for-sale/bmw-520d-se-2015-152-automatic/37053347
Billy Walker Cars,Independent Dealer,2016,2.0 Diesel,"€15,950",/cars-for-sale/bmw-5-series-2016/37257333
2015 BMW 520D M Sport,2015,2.0 Diesel,"187,000 mi","€13,495",/cars-for-sale/2015-bmw-520d-m-sport/37255367
BMW M6 2016,2016,4.4 Petrol,"55,000 mi",No price found,/cars-for-sale/bmw-m6-2016/35051825
BMW 3 series,2016,1.9 Diesel,"116,000 mi","€15,250",/cars-for-sale/bmw-3-series/37251796
Top Gear Ni,Independent Dealer,2014,3.0 Petrol,No price found,/cars-for-sale/aug-2014-bmw-m4-2dr-dct-ni-car/37251407
BMW 5 Series M Sport. Automatic. Very low mileage.,2014,2.0 Diesel,"122,000 km","€16,500",/cars-for-sale/bmw-5-series-m-sport-automatic-very-low-mileage-/37044874
BMW X5 25d X drive,2014,2.0 Diesel,"110,000 mi","€22,950",/cars-for-sale/bmw-x5-25d-x-drive/37042497
BMW 530d,2016,3.0 Diesel,"121,000 mi","€24,600",/cars-for-sale/bmw-530d/37038797
BMW 5-Series 2016 MSport Plus,2016,2.0 Diesel,"71,000 mi","€22,000",/cars-for-sale/bmw-5-series-2016-msport-plus/37241657
Autosales Workshop,Independent Dealer,2015,1.5 Diesel,"€12,950",/cars-for-sale/bmw-1-series-116d-se-5-door-automatic-finance-arr/32082831
Colm Quinn BMW Drogheda,Franchise Dealer,2015,2.0 Diesel,"€15,995",/cars-for-sale/bmw-1-series-116d-se-sports-hatch-5dr/37240964
Bmw 218i luxury active tourer 2 year nct,2015,1.5 Petrol,"78,000 km","€12,999",/cars-for-sale/bmw-218i-luxury-active-tourer-2-year-nct/37236823
BMW 1-Series 2014,2014,1.6 Diesel,"129,700 mi","€10,000",/cars-for-sale/bmw-1-series-2014/37236736
Motorland,Independent Dealer,2016,2.0 Diesel,"€19,900",/cars-for-sale/bmw-3-series-2016/37052055
Cammia Motors,Independent Dealer,2016,2.0 Diesel,"€20,950",/cars-for-sale/bmw-3-series-bmw-320d-m-sport-electric-memory-ad/37234545
BMW i3 2014,2014,18.8 kWh Electric,"123,500 km","€9,950",/cars-for-sale/bmw-i3-2014/37232641
Bmw 320d Sport m performance,2014,2.0 Diesel,"175,523 km","€11,495",/cars-for-sale/bmw-320d-sport-m-performance/36841580
Motor Wholesales,Independent Dealer,2016,2.0 Diesel,"€17,900",/cars-for-sale/161-bmw-x3-s-drive-automatic-bluestone-grey/37627818?campaign=3
SPOTLIGHT,2016,1.5 Diesel,"110,000 km","€12,500",/cars-for-sale/bmw-216-2016-nct-2-years-7-seater/37580291?campaign=3
Jack Martin Motors,Independent Dealer,2015,2.0 Diesel,"€14,450",/cars-for-sale/bmw-3-series-3-series-sport-new-timing-chain-75-p/37334598?campaign=3
BMW 1-Series 2016,2016,1.5 Diesel,"180,000 km","€9,500",/cars-for-sale/bmw-1-series-2016/37027683
AS Cars,Independent Dealer,2014,2.0 Diesel,"€10,995",/cars-for-sale/bmw-5-series-520-m-sport-4dr-auto-immaculate-exam/36093659
BMW 5 series,2015,2.0 Diesel,"134,000 mi","€15,000",/cars-for-sale/bmw-5-series/37020533
Kylemore Cars,Independent Dealer4.7/5,2016,1.5 Petrol,"€17,450",/cars-for-sale/bmw-1-series-sporty-hatchback-w-half-leather-uph/36823087
2015 330d msport,2015,3.0 Diesel,"100,000 mi",No price found,/cars-for-sale/2015-330d-msport/37017565
Bwm 320 msport automatic,2015,1.9 Diesel,57 days,"€123,456",/cars-for-sale/bwm-320-msport-automatic/36895839
BMW 5-Series 2015,2015,2.0 Diesel,"87,326 mi","€26,000",/cars-for-sale/bmw-5-series-2015/37218752
BMW 3-Series 2015 Automatic,2015,2.0 Diesel,"147,000 km","€18,950",/cars-for-sale/bmw-3-series-2015-automatic/37218441
2014 BMW 3 Series,2014,2.0 Diesel,258 km,"€9,000",/cars-for-sale/2014-bmw-3-series/37217756
BMW 5-Series 2014,2014,2.0 Diesel,"197,411 km","€13,500",/cars-for-sale/bmw-5-series-2014/37012383
BMW 520d,2016,2.0 Diesel,"150,000 mi","€12,950",/cars-for-sale/bmw-520d/37213465
Bmw 520d m sport,2014,2.0 Diesel,"120,000 mi",No price found,/cars-for-sale/bmw-520d-m-sport/35702383
Bmw 5 series 2014 m-sport,2014,2.0 Diesel,"156,000 mi","€12,500",/cars-for-sale/bmw-5-series-2014-m-sport/36488588
BMW  420d Msport coupe,2014,2.0 Diesel,"129,800 km","€15,950",/cars-for-sale/bmw-420d-msport-coupe/37211315
BMW X5 2016 Plug -in Hybrid,2016,2.0 Petrol Plug-in Hybrid,"135,000 mi","€23,790",/cars-for-sale/bmw-x5-2016-plug-in-hybrid/37008046
BMW 520D,2014,2.0 Diesel,"120,454 mi","€13,995",/cars-for-sale/bmw-520d/36751397
2015 BMW 3 Series,2015,2.0 Diesel,"105,000 mi","€13,500",/cars-for-sale/2015-bmw-3-series/36918363
BMW X5 2014 7seater,2014,2.0 Diesel,"195,000 km","€22,500",/cars-for-sale/bmw-x5-2014-7seater/36942501
Long Mile Motors Ltd,Independent Dealer,2016,1.5 Petrol,"€14,000",/cars-for-sale/2016-bmw-3-series-1-5-petrol-warranty-included/36423954
BMW 420D 2015 M-Sport,2015,2.0 Diesel,"120,000 mi","€17,300",/cars-for-sale/bmw-420d-2015-m-sport/37203563
BMW 116i Automatic,2014,1.6 Petrol,"152,700 km","€12,250",/cars-for-sale/bmw-116i-automatic/36302716
BMW 5-Series 2016,2016,3.0 Diesel,"96,500 mi","€23,500",/cars-for-sale/bmw-5-series-2016/37000539
Bmw x5 msport 30d 2016,2016,3.0 Diesel,"108,000 mi","€22,500",/cars-for-sale/bmw-x5-msport-30d-2016/37199512
BMW 40D X5,2015,3.0 Diesel,"207,000 km","€34,500",/cars-for-sale/bmw-40d-x5/36996923
Cammia Motors,Independent Dealer,2016,2.0 Diesel,"€11,950",/cars-for-sale/bmw-1-series-d-f20-se-5dr/37197370
Hugo Cars,Independent Dealer4.9/5,2016,2.0 Diesel,"€16,888",/cars-for-sale/being-prepared-bmw-5-series-2016/37194686
2015 BMW 116 AUTO SAT NAV REVERSE CAMERA,2015,1.6 Petrol,"84,000 km","€12,750",/cars-for-sale/2015-bmw-116-auto-sat-nav-reverse-camera/36658103
BMW 4-Series 2016,2016,2.0 Diesel,"97,000 km",No price found,/cars-for-sale/bmw-4-series-2016/37192671
BMW 3-Series 2014,2014,3.0 Diesel,"115,000 mi","€21,000",/cars-for-sale/bmw-3-series-2014/36991151
BMW 5 series f10,2014,2.0 Diesel,"190,000 mi","€12,750",/cars-for-sale/bmw-5-series-f10/36990474
Kylemore Cars,Independent Dealer4.7/5,2016,1.5 Petrol,"€17,950",/cars-for-sale/bmw-2-series-218i-1-5-automatic-low-mileage-r/37413333?campaign=3
Naas Road Autos,Independent Dealer,2016,2.0 Diesel,"€21,950",/cars-for-sale/bmw-3-series-2-0d-m-sport-plus-with-leather-5dr-e/37626334?campaign=3
SPOTLIGHT,2015,2.0 Diesel,"140,600 km","€14,250",/cars-for-sale/152-bmw-f31-b47-2-0d-160-kilometers/37650457?campaign=3
2014 BMW X5,2014,3.0 Diesel,"162,000 km","€36,500",/cars-for-sale/2014-bmw-x5/36987127
2014 Bmw 1-series Msport Huge Spec!!!!,2014,1.6 Petrol,"67,700 km","€14,450",/cars-for-sale/2014-bmw-1-series-msport-huge-spec/37053654
BMW 520 D F10 2016,2016,2.0 Diesel,"224,913 km","€16,000",/cars-for-sale/bmw-520-d-f10-2016/36981099
BMW 5-Series 2014,2014,2.0 Diesel,"156,000 mi","€13,750",/cars-for-sale/bmw-5-series-2014/36154635
BMW 3-Series 2016,2016,2.0 Diesel,"170,000 km","€10,800",/cars-for-sale/bmw-3-series-2016/36859905
BMW 5-Series 2015,2015,2.0 Diesel,"195,000 mi","€13,750",/cars-for-sale/bmw-5-series-2015/36449379
BMW 3 Series 316D 116BHP,2016,2.0 Diesel,"155,500 mi","€9,995",/cars-for-sale/bmw-3-series-316d-116bhp/36049842
BMW 518 SE LOW MILEAGE,2015,2.0 Diesel,"110,000 mi","€10,950",/cars-for-sale/bmw-518-se-low-mileage/36013676
BMW 2-Series 2015,2015,2.0 Diesel,"96,000 km","€12,750",/cars-for-sale/bmw-2-series-2015/36974019
DG Cars & 4X4 LTD,Independent Dealer,2016,2.0 Diesel,"€19,750",/cars-for-sale/now-reserved/37175826
2016 BMW 520D M-Sport F10,2016,2.0 Diesel,"97,600 mi","€17,500",/cars-for-sale/2016-bmw-520d-m-sport-f10/34296657
BMW 1-Series 1.6 2014,2014,1.6 Petrol,"130,000 km","€10,000",/cars-for-sale/bmw-1-series-1-6-2014/37175264
BMW,2015,2.0 Diesel,63 days,"€23,950",/cars-for-sale/bmw/37174481
2015 BMW 116I SPORT 1.6 AUTOMATIC,2015,1.6 Petrol,"60,000 km",€1,/cars-for-sale/2015-bmw-116i-sport-1-6-automatic/37173842
BMW 1-Series 2015,2015,1.6 Petrol,"142,000 km","€14,000",/cars-for-sale/bmw-1-series-2015/36969896
BMW 5-Series 2015,2015,2.0 Diesel,"174,300 km","€14,500",/cars-for-sale/bmw-5-series-2015/37171187
BMW 325D New Chain kit & flywheel,2015,2.0 Diesel,"162,000 mi","€15,500",/cars-for-sale/bmw-325d-new-chain-kit-flywheel/35034965
"BMW 1-Series 2014 - 116i Sport **38,000km***",2014,1.6 Petrol,"38,000 km","€13,800",/cars-for-sale/bmw-1-series-2014-116i-sport-38-000km/37170491
BMW 4-Series 2015,2015,2.0 Diesel,"186,000 km","€16,000",/cars-for-sale/bmw-4-series-2015/37170440
BMW 640D,2015,3.0 Diesel,"190,000 km","€24,500",/cars-for-sale/bmw-640d/36965100
BMW 420D M  new alloys + tyres+ discs and pads,2016,2.0 Diesel,"159,000 mi","€17,900",/cars-for-sale/bmw-420d-m-new-alloys-tyres-discs-and-pads/36051076
BMW X6M50D 2016,2016,3.0 Diesel,64 days,"€39,950",/cars-for-sale/bmw-x6m50d-2016/36652439
BMW 4 Series Gran Coupe 3.0 430d M Sport Auto Euro,2016,3.0 Diesel,"58,000 mi","€12,450",/cars-for-sale/bmw-4-series-gran-coupe-3-0-430d-m-sport-auto-euro/37163782
BMW X1 2016,2016,2.0 Diesel,"186,000 km","€14,750",/cars-for-sale/bmw-x1-2016/37161597
BMW 640D 2016 PRISTINE CONDITION,2016,3.0 Diesel,"113,000 mi","€28,999",/cars-for-sale/bmw-640d-2016-pristine-condition/37158457
BMW 1-Series 2014,2014,1.6 Petrol,"39,000 mi","€14,800",/cars-for-sale/bmw-1-series-2014/36955761
BMW X3 AUTOMATIC,2014,2.0 Diesel,"174,000 km","€15,999",/cars-for-sale/bmw-x3-automatic/36955589
2019 Peugeot 3008 low mileage Automatic,2014,2.0 Diesel,"34,000 mi","€26,950",/cars-for-sale/2019-peugeot-3008-low-mileage-automatic/36954213
BMW  f30 *** FRESH NCT,2014,2.0 Diesel,185 mi,"€11,000",/cars-for-sale/bmw-f30-fresh-nct/36114754
Bmw 3 series 20lt diesel sport,2014,2.0 Diesel,"79,500 mi","€13,750",/cars-for-sale/bmw-3-series-20lt-diesel-sport/36950218
Directmotors.ie,Independent Dealer,2015,2.0 Diesel,"€16,950",/cars-for-sale/bmw-4-series-420d-z4ha-4dr-auto-m-sport-2tb/37514563?campaign=3
SPOTLIGHT,2015,3.0 Diesel,100 mi,"€26,250",/cars-for-sale/335d-m-sport-xdrive-lci/37458526?campaign=3
Kylemore Cars,Independent Dealer4.7/5,2016,1.5 Petrol,"€17,950",/cars-for-sale/bmw-1-series-very-low-mielage-118i-1-5-automatic/37413335?campaign=3
BMW 2 Series Sport 218d 2015,2015,2.0 Diesel,"141,000 km","€13,250",/cars-for-sale/bmw-2-series-sport-218d-2015/36949631
BMW X5 2016,2016,2.0 Petrol Plug-in Hybrid,"114,000 km","€35,000",/cars-for-sale/bmw-x5-2016/37151205
BMW 530 M-Sport Estate Auto Diesel,2014,3.0 Diesel,"197,000 km","€21,750",/cars-for-sale/bmw-530-m-sport-estate-auto-diesel/36949090
